RentalMedianID,Postcode,Suburb,City,State,StateCode,1 BR Flat,2 BR Flat,3 BR Flat,4 BR Flat,1 BR House,2 BR House,3 BR House,4 BR House
357,5108,Salisbury Downs,Adelaide,South Australia,SA,,220,320,,,285,300,400
358,5109,Salisbury East,Adelaide,South Australia,SA,220,235,320,,182.5,,317.5,395
359,5109,Salisbury Heights,Adelaide,South Australia,SA,,295,265,,,,330,382.5
360,5085,Enfield Plaza,Adelaide,South Australia,SA,,,,,,,,
361,5108,Salisbury North,Adelaide,South Australia,SA,,285,276.26,,,203.25,295,340
362,5109,Salisbury Park,Adelaide,South Australia,SA,,,,,,300,314.5,
363,5109,Salisbury Plain,Adelaide,South Australia,SA,,280,320,,,,380,
364,5169,Seaford,Adelaide,South Australia,SA,,300,320,,,280,325,400
365,5169,Seaford Heights,Adelaide,South Australia,SA,,,,,,,350,
366,5169,Seaford Meadows,Adelaide,South Australia,SA,,315,335,,,,355,392.5
367,5087,Windsor Gardens,Adelaide,South Australia,SA,,255,,,,320,335,430
368,5169,Seaford Rise,Adelaide,South Australia,SA,,,297.5,,,,322.5,385
369,5091,Tea Tree Gully,Adelaide,South Australia,SA,210,252.5,345,,,320,375,380
370,5174,Sellicks Beach,Adelaide,South Australia,SA,,220,,,,320,322.5,355
371,5091,Vista,Adelaide,South Australia,SA,,,,,,,335,
372,5158,Sheidow Park,Adelaide,South Australia,SA,,,325,,,290,360,475
373,5093,Valley View,Adelaide,South Australia,SA,180,255,,,,300,350,385
374,5114,Smithfield,Adelaide,South Australia,SA,92.5,197.5,230,,,250,270,350
375,5094,Cavan,Adelaide,South Australia,SA,,,,,,,,
376,5114,Smithfield Plains,Adelaide,South Australia,SA,151,,260,,,,275,385
377,5097,St Agnes,Adelaide,South Australia,SA,,285,350,400,,,332.5,420
378,5095,The Levels,Adelaide,South Australia,SA,,,,,,,,
379,5110,St Kilda,Adelaide,South Australia,SA,,225,,,,,,
380,5098,Walkley Heights,Adelaide,South Australia,SA,,,,,,,390,430
381,5106,Parafield,Adelaide,South Australia,SA,,,,,,,,
382,5126,Surrey Downs,Adelaide,South Australia,SA,,265,320,,,,337.5,
383,5106,Parafield Airport,Adelaide,South Australia,SA,,,,,,,,
384,5106,Salisbury South,Adelaide,South Australia,SA,,,,,,,,
385,5107,Green Fields,Adelaide,South Australia,SA,,,,,,,,
386,5108,Salisbury North Whites Road,Adelaide,South Australia,SA,,,,,,,,
387,5158,Trott Park,Adelaide,South Australia,SA,,,,,,,350,
388,5109,Salisbury East Northbri Ave,Adelaide,South Australia,SA,,,,,,,,
389,5114,Uleybury,Adelaide,South Australia,SA,,,,,,,,470
390,5110,Bolivar,Adelaide,South Australia,SA,,,,,,,,
391,5131,Upper Hermitage,Adelaide,South Australia,SA,,,,,,,300,
392,5110,Waterloo Corner,Adelaide,South Australia,SA,,,,,,,450,
393,5120,Virginia,Adelaide,South Australia,SA,,,,,190.38,285,251,495
394,5111,Edinburgh,Adelaide,South Australia,SA,,,,,,,,
395,5113,Davoren Park North,Adelaide,South Australia,SA,,,,,,,,
396,5113,Davoren Park South,Adelaide,South Australia,SA,,,,,,,,
397,5113,Elizabeth West,Adelaide,South Australia,SA,,,,,,,,
398,5172,Willunga,Adelaide,South Australia,SA,,,,,,,347.5,445
399,5114,Gould Creek,Adelaide,South Australia,SA,,,,,,,,
400,5114,Humbug Scrub,Adelaide,South Australia,SA,,,,,,,,
401,5162,Woodcroft,Adelaide,South Australia,SA,,,,,,,350,390
402,5114,Sampson Flat,Adelaide,South Australia,SA,,,,,,,,
403,5114,Yattalunga,Adelaide,South Australia,SA,,,,,,,,
404,5115,Kudla,Adelaide,South Australia,SA,,,,,,,321,
405,5127,Wynn Vale,Adelaide,South Australia,SA,,262.5,330,,,340,365,450
406,5126,Yatala Vale,Adelaide,South Australia,SA,,,,,,,340,
407,5154,Aldgate,Adelaide,South Australia,SA,200,,,,,320,500,500
408,5116,Evanston,Adelaide,South Australia,SA,,230,275,,,232.635,300,380
409,5116,Evanston Gardens,Adelaide,South Australia,SA,,,,,,,300,325
410,5221,American River,Adelaide,South Australia,SA,,,,,,185,,
411,5116,Evanston Park,Adelaide,South Australia,SA,,,255.87,,,,320,410
412,5116,Evanston South,Adelaide,South Australia,SA,,,,,,,320,425
413,5116,Hillier,Adelaide,South Australia,SA,,,,,,,,
414,5238,Angas Valley,Adelaide,South Australia,SA,,,,,,,,220
415,5118,Bibaringa,Adelaide,South Australia,SA,,,,,,,,
416,5118,Buchfelde,Adelaide,South Australia,SA,,,,,,,,480
417,5118,Concordia,Adelaide,South Australia,SA,,,,,,,,
418,5118,Gawler,Adelaide,South Australia,SA,200,242.5,255,,180,240,315,265
419,5118,Gawler Belt,Adelaide,South Australia,SA,,,,,,,,400
420,5157,Ashbourne,Adelaide,South Australia,SA,,,,,,,,500
421,5118,Gawler East,Adelaide,South Australia,SA,250,230,245,,,,330,395
422,5118,Gawler River,Adelaide,South Australia,SA,,,,,,,,
423,5253,Avoca Dell,Adelaide,South Australia,SA,160,210,,295,,190,240,312.5
424,5118,Gawler South,Adelaide,South Australia,SA,,260,310,,,282.5,302.5,
425,5211,Back Valley,Adelaide,South Australia,SA,,,,,,245,,
426,5118,Gawler West,Adelaide,South Australia,SA,,230,260,,,,257.5,
427,5118,Hewett,Adelaide,South Australia,SA,,,,,,,365,435
428,5242,Balhannah,Adelaide,South Australia,SA,,,,,,,340,422.5
429,5118,Kalbeeba,Adelaide,South Australia,SA,,,,,,,,
430,5118,Kangaroo Flat,Adelaide,South Australia,SA,,,,,,,,
431,5138,Basket Range,Adelaide,South Australia,SA,,,,,,,445,
432,5118,Kingsford,Adelaide,South Australia,SA,,,,,,,,
433,5222,Baudin Beach,Adelaide,South Australia,SA,,,,,,,,250
434,5118,Reid,Adelaide,South Australia,SA,,,,,,,,395
435,5223,Bay Of Shoals,Adelaide,South Australia,SA,,,,,,,,280
436,5118,Ward Belt,Adelaide,South Australia,SA,,,,,,,280,
437,5118,Willaston,Adelaide,South Australia,SA,,252.5,302.5,,,,290,330
438,5120,Buckland Park,Adelaide,South Australia,SA,,,,,,,,
439,5234,Birdwood,Adelaide,South Australia,SA,,,280,,,,335,
440,5201,Blackfellows Creek,Adelaide,South Australia,SA,,,,,,,250,
441,5250,Blakiston,Adelaide,South Australia,SA,,,,,,,350,
442,5121,Penfield Gardens,Adelaide,South Australia,SA,,,,,,,,
443,5125,Golden Grove Village,Adelaide,South Australia,SA,,,,,,,,
444,5155,Bridgewater,Adelaide,South Australia,SA,,,,,,,470,545
445,5131,Houghton,Adelaide,South Australia,SA,,,,,,,,
446,5131,Lower Hermitage,Adelaide,South Australia,SA,,,,,,,,
447,5252,Brukunga,Adelaide,South Australia,SA,,,,,,,270,
448,5132,Paracombe,Adelaide,South Australia,SA,,,,,,365,,
449,5133,Inglewood,Adelaide,South Australia,SA,,,,,,,,
450,5134,Cherryville,Adelaide,South Australia,SA,,,,,,,,
451,5134,Montacute,Adelaide,South Australia,SA,,,,,,,,
452,5136,Norton Summit,Adelaide,South Australia,SA,,,,,,,,
453,5137,Ashton,Adelaide,South Australia,SA,,,,,,,,
454,5204,Cape Jervis,Adelaide,South Australia,SA,,,,,,,285,300
455,5137,Marble Hill,Adelaide,South Australia,SA,,,,,,295,,
456,5144,Carey Gully,Adelaide,South Australia,SA,,,,,,,,475
457,5204,Carrickalinga,Adelaide,South Australia,SA,,250,,,,267.5,,355
458,5139,Forest Range,Adelaide,South Australia,SA,,,,,,,,
459,5140,Greenhill,Adelaide,South Australia,SA,,,,,,,,
460,5141,Horsnell Gully,Adelaide,South Australia,SA,,,,,,,,
461,5244,Charleston,Adelaide,South Australia,SA,,,,,,340,300,
462,5141,Summertown,Adelaide,South Australia,SA,,,,,,,,
463,5142,Uraidla,Adelaide,South Australia,SA,,,,,,,,
464,5150,Eagle On The Hill,Adelaide,South Australia,SA,,,,,,,,
465,5152,Cleland,Adelaide,South Australia,SA,,,,,,,,
466,5152,Crafers,Adelaide,South Australia,SA,,,,,,,447.5,600
467,5152,Crafers West,Adelaide,South Australia,SA,,,,,,,500,
468,5152,Mount Lofty,Adelaide,South Australia,SA,,,,,,,,
469,5152,Stirling,Adelaide,South Australia,SA,,,,,,440,500,600
470,5153,Biggs Flat,Adelaide,South Australia,SA,,,,,,,,
471,5153,Bradbury,Adelaide,South Australia,SA,,,,,,,,
472,5153,Chapel Hill,Adelaide,South Australia,SA,,,,,,,,
473,5153,Echunga,Adelaide,South Australia,SA,,,,410,,,410,
474,5153,Flaxley,Adelaide,South Australia,SA,,,,,,,,
475,5153,Green Hills Range,Adelaide,South Australia,SA,,,,,,,,
476,5214,Currency Creek,Adelaide,South Australia,SA,,,,395,,,,
477,5153,Heathfield,Adelaide,South Australia,SA,,,,,,,370,535
478,5153,Ironbank,Adelaide,South Australia,SA,,,,,,,,
479,5252,Dawesley,Adelaide,South Australia,SA,,,,,,,,490
480,5153,Longwood,Adelaide,South Australia,SA,,,,,,,,550
481,5153,Macclesfield,Adelaide,South Australia,SA,,,,,175,330,325,410
482,5153,Mylor,Adelaide,South Australia,SA,,,,,,360,,750
483,5153,Scott Creek,Adelaide,South Australia,SA,,,,,,,,
484,5211,Encounter Bay,Adelaide,South Australia,SA,,240,270,,195,,302.5,335
485,5155,Mount George,Adelaide,South Australia,SA,,,,,,,,
486,5156,Upper Sturt,Adelaide,South Australia,SA,,,,,,,,
487,5157,Bull Creek,Adelaide,South Australia,SA,,,,,,,,
488,5157,Cherry Gardens,Adelaide,South Australia,SA,,,,,,,,
489,5157,Coromandel East,Adelaide,South Australia,SA,,,,,,,,
490,5233,Forreston,Adelaide,South Australia,SA,,,,,,,440,
491,5157,Dorset Vale,Adelaide,South Australia,SA,,,,,,,,
492,5157,Mcharg Creek,Adelaide,South Australia,SA,,,,,,,,
493,5158,O'Halloran Hill,Adelaide,South Australia,SA,,,,,,,,
494,5159,Chandlers Hill,Adelaide,South Australia,SA,,,,,,,,
495,5160,Lonsdale,Adelaide,South Australia,SA,,,,,,,,
496,5160,Port Stanvac,Adelaide,South Australia,SA,,,,,,,,
497,5214,Goolwa,Adelaide,South Australia,SA,200,225,,,225,,265,350
498,5214,Goolwa Beach,Adelaide,South Australia,SA,,225,,,,287.5,250,
499,5214,Goolwa North,Adelaide,South Australia,SA,,,,,,265,171.2,400
500,5214,Goolwa South,Adelaide,South Australia,SA,,265,,,,240,265,375
501,5233,Gumeracha,Adelaide,South Australia,SA,,,,,,365,300,
502,5245,Hahndorf,Adelaide,South Australia,SA,,297.5,,,,,410,510
503,5244,Harrogate,Adelaide,South Australia,SA,,,,,,,,700
504,5211,Hayborough,Adelaide,South Australia,SA,,210,292.5,,,220,260,350
505,5165,Christies Beach North,Adelaide,South Australia,SA,,,,,,,,
506,5166,O'Sullivan Beach,Adelaide,South Australia,SA,,,,,,,,
507,5214,Hindmarsh Island,Adelaide,South Australia,SA,,,,,,,340,345
508,5211,Hindmarsh Valley,Adelaide,South Australia,SA,,,,,,,300,400
509,5211,Inman Valley,Adelaide,South Australia,SA,,,,,,,300,
510,5252,Kanmantoo,Adelaide,South Australia,SA,,,,,,,300,
511,5171,Pedler Creek,Adelaide,South Australia,SA,,,,,,,,
512,5171,Tatachilla,Adelaide,South Australia,SA,,,,,,,,
513,5172,Dingabledinga,Adelaide,South Australia,SA,,,,,,,,
514,5172,Hope Forest,Adelaide,South Australia,SA,,,,,,,,
515,5231,Kersbrook,Adelaide,South Australia,SA,,,,,,,,317.5
516,5172,Kuitpo,Adelaide,South Australia,SA,,,,,,,,
517,5172,Kuitpo Colony,Adelaide,South Australia,SA,,,,,,,,
518,5172,Kyeema,Adelaide,South Australia,SA,,,,,,,,
519,5223,Kingscote,Adelaide,South Australia,SA,142.5,180,,,160,230,250,300
520,5172,Montarra,Adelaide,South Australia,SA,,,,,,,,
521,5172,Pages Flat,Adelaide,South Australia,SA,,,,,,,,
522,5172,The Range,Adelaide,South Australia,SA,,,,,,,,
523,5172,Whites Valley,Adelaide,South Australia,SA,,,,,,,,
524,5172,Willunga Hill,Adelaide,South Australia,SA,,,,,,,,
525,5172,Willunga South,Adelaide,South Australia,SA,,,,,,,,
526,5172,Yundi,Adelaide,South Australia,SA,,,,,,,,
527,5240,Lenswood,Adelaide,South Australia,SA,,,,,,,325,
528,5173,Silver Sands,Adelaide,South Australia,SA,,,,,,,,
529,5250,Littlehampton,Adelaide,South Australia,SA,,280,317.5,440,340,,440,465
530,5174,Sellicks Hill,Adelaide,South Australia,SA,,,,,,,,
531,5241,Lobethal,Adelaide,South Australia,SA,,,320,,180,310,350,
532,5201,Meadows,Adelaide,South Australia,SA,,,,,,,340,
533,5201,Paris Creek,Adelaide,South Australia,SA,,,,,,,340,
534,5201,Prospect Hill,Adelaide,South Australia,SA,,,,,,,,
535,5202,Hindmarsh Tiers,Adelaide,South Australia,SA,,,,,,,,
536,5202,Myponga,Adelaide,South Australia,SA,,,,,,,,
537,5202,Myponga Beach,Adelaide,South Australia,SA,,,,,,,,
538,5203,Bald Hills,Adelaide,South Australia,SA,,,,,,,,
539,5203,Parawa,Adelaide,South Australia,SA,,,,,,,,330
540,5203,Torrens Vale,Adelaide,South Australia,SA,,,,,,,,
541,5203,Tunkalilla,Adelaide,South Australia,SA,,,,,,,,
542,5238,Mannum,Adelaide,South Australia,SA,106,170,,,262.5,140,210,
543,5203,Wattle Flat,Adelaide,South Australia,SA,,,,,,,,
544,5203,Yankalilla,Adelaide,South Australia,SA,,,,,,240,285,
545,5211,Mccracken,Adelaide,South Australia,SA,180,,,,,235,267.5,370
546,5204,Deep Creek,Adelaide,South Australia,SA,,,,,,,,
547,5204,Delamere,Adelaide,South Australia,SA,,,,,,,,
548,5204,Hay Flat,Adelaide,South Australia,SA,,,,,,,,
549,5204,Normanville,Adelaide,South Australia,SA,,240,275,,,,285,320
550,5213,Middleton,Adelaide,South Australia,SA,,,,,,250,265,340
551,5204,Rapid Bay,Adelaide,South Australia,SA,,,,,,,,
552,5204,Second Valley,Adelaide,South Australia,SA,,,,,,,275,
553,5204,Silverton,Adelaide,South Australia,SA,,,,,,,,
554,5204,Wirrina Cove,Adelaide,South Australia,SA,155,165,190,,,,,330
555,5210,Mount Compass,Adelaide,South Australia,SA,,,,,,270,237,350
556,5210,Mount Magnificent,Adelaide,South Australia,SA,,,,,,,,
557,5210,Nangkita,Adelaide,South Australia,SA,,,,,,,,
558,5211,Lower Inman Valley,Adelaide,South Australia,SA,,,,,,,,
559,5211,Mount Jagged,Adelaide,South Australia,SA,,,,,,,,
560,5211,Victor Harbor,Adelaide,South Australia,SA,172,220,410,,220,275,260,357.5
561,5251,Mount Barker,Adelaide,South Australia,SA,,275,320,,302.5,300,360,420
562,5211,Waitpinga,Adelaide,South Australia,SA,,,,,,,,
563,5251,Mount Barker Junction,Adelaide,South Australia,SA,,245,308.8,,,,320,401
564,5211,Willow Creek,Adelaide,South Australia,SA,,,,,,,,
565,5211,Yilki,Adelaide,South Australia,SA,,,,,,,,
566,5212,Port Elliot,Adelaide,South Australia,SA,,220,150,,,,271,307.5
567,5235,Mount Pleasant,Adelaide,South Australia,SA,,190,,,,,320,
568,5244,Mount Torrens,Adelaide,South Australia,SA,,,,,,,310,490
569,5214,Mosquito Hill,Adelaide,South Australia,SA,,,,,,,,
570,5214,Mundoo Island,Adelaide,South Australia,SA,,,,,,,,
571,5221,Ballast Head,Adelaide,South Australia,SA,,,,,,,,
572,5221,Muston,Adelaide,South Australia,SA,,,,,,,,
573,5252,Nairne,Adelaide,South Australia,SA,,297.5,337.5,370,240,260,330,380
574,5222,American Beach,Adelaide,South Australia,SA,,,,,,,,
575,5222,Antechamber Bay,Adelaide,South Australia,SA,,,,,,,,
576,5222,Browns Beach,Adelaide,South Australia,SA,,,,,,,,
577,5223,Nepean Bay,Adelaide,South Australia,SA,,,,,,210,230,
578,5222,Cuttlefish Bay,Adelaide,South Australia,SA,,,,,,,,
579,5222,Dudley East,Adelaide,South Australia,SA,,,,,,,,
580,5222,Dudley West,Adelaide,South Australia,SA,,,,,,,,
581,5222,Hungerford,Adelaide,South Australia,SA,,,,,,,,
582,5222,Ironstone,Adelaide,South Australia,SA,,,,,,,,
583,5222,Island Beach,Adelaide,South Australia,SA,,,,,,,,
584,5222,Kangaroo Head,Adelaide,South Australia,SA,,,,,,,,
585,5243,Oakbank,Adelaide,South Australia,SA,,295,,,,,,410
586,5222,Pelican Lagoon,Adelaide,South Australia,SA,,,,,,,,
587,5222,Penneshaw,Adelaide,South Australia,SA,,150,,,,,250,
588,5222,Porky Flat,Adelaide,South Australia,SA,,,,,,,,
589,5222,Sapphiretown,Adelaide,South Australia,SA,,,,,,,,
590,5222,Willoughby,Adelaide,South Australia,SA,,,,,,,,
591,5222,Willson River,Adelaide,South Australia,SA,,,,,,,,
592,5223,Birchmore,Adelaide,South Australia,SA,,,,,,,,
593,5223,Cape Borda,Adelaide,South Australia,SA,,,,,,,,
594,5223,Cassini,Adelaide,South Australia,SA,,,,,,,,
595,5223,Cygnet River,Adelaide,South Australia,SA,,,,,,,,
596,5223,D'Estrees Bay,Adelaide,South Australia,SA,,,,,,,,
597,5223,De Mole River,Adelaide,South Australia,SA,,,,,,,,
598,5223,Duncan,Adelaide,South Australia,SA,,,,,,,,
599,5223,Emu Bay,Adelaide,South Australia,SA,,,,,,,,
600,5223,Flinders Chase,Adelaide,South Australia,SA,,,,,,,,
601,5223,Gosse,Adelaide,South Australia,SA,,,,,,,,
602,5223,Haines,Adelaide,South Australia,SA,,,,,,,,
603,5223,Harriet River,Adelaide,South Australia,SA,,,,,,,,
604,5223,Karatta,Adelaide,South Australia,SA,,,,,,,,
605,5223,Kohinoor,Adelaide,South Australia,SA,,,,,,,,
606,5223,Macgillivray,Adelaide,South Australia,SA,,,,,,,,
607,5223,Menzies,Adelaide,South Australia,SA,,,,,,,,
608,5223,Middle River,Adelaide,South Australia,SA,,,,,,,,
609,5223,Newland,Adelaide,South Australia,SA,,,,,,,,
610,5223,North Cape,Adelaide,South Australia,SA,,,,,,,,
611,5223,Seal Bay,Adelaide,South Australia,SA,,,,,,,,
612,5223,Seddon,Adelaide,South Australia,SA,,,,,,,,
613,5238,Port Mannum,Adelaide,South Australia,SA,,,,,,250,210,
614,5223,Stokes Bay,Adelaide,South Australia,SA,,,,,,,,
615,5223,Vivonne Bay,Adelaide,South Australia,SA,,,,,,120,,
616,5223,Western River,Adelaide,South Australia,SA,,,,,,,,
617,5223,Wisanger,Adelaide,South Australia,SA,,,,,,,,
618,5231,Chain Of Ponds,Adelaide,South Australia,SA,,,,,,,,
619,5231,Millbrook,Adelaide,South Australia,SA,,,,,,,,
620,5232,Cudlee Creek,Adelaide,South Australia,SA,,,,,,,,
621,5233,Warren,Adelaide,South Australia,SA,,,,,,,,
622,5235,Cromer,Adelaide,South Australia,SA,,,,,,,,
623,5235,Eden Valley,Adelaide,South Australia,SA,,,,,,,,
624,5235,Flaxman Valley,Adelaide,South Australia,SA,,,,,,,,
625,5235,Springton,Adelaide,South Australia,SA,,,,,,245,,
626,5235,Taunton,Adelaide,South Australia,SA,,,,,,,,
627,5236,Tungkillo,Adelaide,South Australia,SA,,,,,,190,,
628,5237,Apamurra,Adelaide,South Australia,SA,,,,,,,,
629,5237,Milendella,Adelaide,South Australia,SA,,,,,,,,
630,5237,Palmer,Adelaide,South Australia,SA,,,,,,,,
631,5237,Sanderston,Adelaide,South Australia,SA,,,,,,,,
632,5238,Big Bend,Adelaide,South Australia,SA,,,,,,,,
633,5238,Bolto,Adelaide,South Australia,SA,,,,,,,,
634,5238,Bonython,Adelaide,South Australia,SA,,,,,,,,
635,5238,Bowhill,Adelaide,South Australia,SA,,,,,,,,
636,5238,Caurnamont,Adelaide,South Australia,SA,,,,,,,,
637,5238,Claypans,Adelaide,South Australia,SA,,,,,,,,
638,5238,Coolcha,Adelaide,South Australia,SA,,,,,,,,
639,5238,Cowirra,Adelaide,South Australia,SA,,,,,,,,
640,5238,Five Miles,Adelaide,South Australia,SA,,,,,,,,
641,5238,Forster,Adelaide,South Australia,SA,,,,,,,,
642,5238,Frahns,Adelaide,South Australia,SA,,,,,,,,
643,5238,Frayville,Adelaide,South Australia,SA,,,,,,,,
644,5238,Julanka Holdings,Adelaide,South Australia,SA,,,,,,,,
645,5238,Lake Carlet,Adelaide,South Australia,SA,,,,,,,,
646,5238,Nildottie,Adelaide,South Australia,SA,,,,,,,,
647,5238,Old Teal Flat,Adelaide,South Australia,SA,,,,,,,,
648,5238,Pellaring Flat,Adelaide,South Australia,SA,,,,,,,,
649,5238,Pompoota,Adelaide,South Australia,SA,,,,,,,,
650,5238,Ponde,Adelaide,South Australia,SA,,,,,,,,
651,5238,Punthari,Adelaide,South Australia,SA,,,,,,,,
652,5238,Purnong,Adelaide,South Australia,SA,,,,,,,,
653,5238,Purnong Landing,Adelaide,South Australia,SA,,,,,,,,
654,5238,Rocky Point,Adelaide,South Australia,SA,,,,,,,,
655,5238,Teal Flat,Adelaide,South Australia,SA,,,,,,,,
656,5238,Walker Flat,Adelaide,South Australia,SA,,,,,,,220,
657,5238,Wall Flat,Adelaide,South Australia,SA,,,,,,,,
658,5238,Wongulla,Adelaide,South Australia,SA,,,,,,,,
659,5238,Woodlane,Adelaide,South Australia,SA,,,,,,,,
660,5238,Younghusband,Adelaide,South Australia,SA,,,,,,,300,
661,5238,Younghusband Holdings,Adelaide,South Australia,SA,,,,,,,,270
662,5244,Inverbrackie,Adelaide,South Australia,SA,,,,,,,,
663,5244,Woodside,Adelaide,South Australia,SA,,265,295,,,325,345,460
664,5245,Paechtown,Adelaide,South Australia,SA,,,,,,,,
665,5245,Verdun,Adelaide,South Australia,SA,,,,,,,,
666,5246,Woodhouse,Adelaide,South Australia,SA,,,,,,,,
667,5250,Totness,Adelaide,South Australia,SA,,,,,,,,
668,5251,Bugle Ranges,Adelaide,South Australia,SA,,,,,,,,
669,5251,Mount Barker Springs,Adelaide,South Australia,SA,,,,,,,,
670,5251,Mount Barker Summit,Adelaide,South Australia,SA,,,,,,,,
671,5251,Wistow,Adelaide,South Australia,SA,,,,,,,,
672,5252,Hay Valley,Adelaide,South Australia,SA,,,,,,,,
673,5252,St Ives,Adelaide,South Australia,SA,,,,,,,,
674,5253,Brinkley,Adelaide,South Australia,SA,,,,,,,,
675,5253,Burdett,Adelaide,South Australia,SA,,,,,,,,
676,5253,Chapman Bore,Adelaide,South Australia,SA,,,,,,,,
