PropertyMedianID,Suburb,PropertyMedian,UpdatedYear
5358,INVERLOCH,515000,2017
5359,INVERMAY PARK,405000,2017
5360,IRONBARK,285000,2017
5361,IRYMPLE,307500,2017
5362,IVANHOE,1355000,2017
5363,IVANHOE EAST,1799500,2017
5364,JACANA,549000,2017
5365,JAMIESON,190000,2017
5366,JAN JUC,823000,2017
5367,JUNCTION VILLAGE,440000,2017
5368,JUNORTOUN,480000,2017
5369,KALIMNA,278000,2017
5370,KALKALLO,495000,2017
5371,KALLISTA,588000,2017
5372,KALORAMA,691000,2017
5373,KANGAROO FLAT,310300,2017
5374,KANGAROO GROUND SOUTH,865000,2017
5375,KANIVA,120000,2017
5376,KEALBA,615000,2017
5377,KEILOR,907500,2017
5378,KEILOR DOWNS,650300,2017
5379,KEILOR EAST,875500,2017
5380,KEILOR LODGE,702500,2017
5381,KEILOR PARK,704000,2017
5382,KENNINGTON,376000,2017
5383,KENSINGTON,1030000,2017
5384,KERANG,170000,2017
5385,KEW,2165000,2017
5386,KEW EAST,1300000,2017
5387,KEW NORTH,1905000,2017
5388,KEYSBOROUGH,745000,2017
5389,KIALLA,415000,2017
5390,KILCUNDA,451000,2017
5391,KILLARA (Wodonga),390000,2017
5392,KILMORE,367000,2017
5393,KILSYTH,716900,2017
5394,KILSYTH SOUTH,812000,2017
5395,KINGLAKE,398000,2017
5396,KINGLAKE WEST,460000,2017
5397,KINGS PARK,516500,2017
5398,KINGSBURY,879500,2017
5399,KINGSVILLE,1029000,2017
5400,KNOXFIELD,906500,2017
5401,KOO WEE RUP,447500,2017
5402,KOONDROOK,206000,2017
5403,KOROIT,340000,2017
5404,KORUMBURRA,255000,2017
5405,KURUNJANG,349500,2017
5406,KYABRAM,248000,2017
5407,KYNETON,502500,2017
5408,LAKE BOGA,217500,2017
5409,LAKE GARDENS,507500,2017
5410,LAKE TYERS BEACH,395000,2017
5411,LAKE WENDOUREE,850000,2017
5412,LAKES ENTRANCE,305000,2017
5413,LALOR,610000,2017
5414,LANCEFIELD,414500,2017
5415,LANG LANG,340000,2017
5416,LANGWARRIN,595000,2017
5417,LARA,379000,2017
5418,LARA LAKE,449000,2017
5419,LAUNCHING PLACE,490000,2017
5420,LAVERTON,533000,2017
5421,LAVERTON SOUTH,587500,2017
5422,LENEVA,400000,2017
5423,LEONGATHA,330000,2017
5424,LEOPOLD,445000,2017
5425,LILYDALE,723300,2017
5426,LISMORE,155000,2017
5427,LOCH SPORT,170000,2017
5428,LONG GULLY,255000,2017
5429,LONGWARRY,365000,2017
5430,LORNE,1145000,2017
5431,LOVELY BANKS,430000,2017
5432,LOWER PLENTY,874000,2017
5433,LUCAS,335000,2017
5434,LUCKNOW,240000,2017
5435,LYNBROOK,595000,2017
5436,LYNDHURST,695000,2017
5437,LYSTERFIELD,1050000,2017
5438,MACEDON,575000,2017
5439,MACLEOD,945000,2017
5440,MADDINGLEY,418000,2017
5441,MAFFRA,256000,2017
5442,MAIDEN GULLY,485000,2017
5443,MAIDSTONE,764500,2017
5444,MALDON,486300,2017
5445,MALLACOOTA,449500,2017
5446,MALMSBURY,500000,2017
5447,MALVERN,3112500,2017
5448,MALVERN EAST,1821000,2017
5449,MANIFOLD HEIGHTS,821300,2017
5450,MANOR LAKES,463000,2017
5451,MANSFIELD,338500,2017
5452,MARIBYRNONG,1155000,2017
5453,MARONG,363800,2017
5454,MARSHALL,407500,2017
5455,MARYBOROUGH,195000,2017
5456,MARYSVILLE,375000,2017
5457,MCCRAE,721300,2017
5458,MCKENZIE HILL,477500,2017
5459,MCKINNON,1660000,2017
5460,MEADOW HEIGHTS,440000,2017
5461,MEENIYAN,182500,2017
5462,MELTON,350000,2017
5463,MELTON SOUTH,329000,2017
5464,MELTON WEST,395000,2017
5465,MENTONE,1105000,2017
5466,MENZIES CREEK,555000,2017
5467,MERBEIN,130000,2017
5468,MERINDA PARK,460000,2017
5469,MERNDA,498000,2017
5470,METUNG,410000,2017
5471,MICKLEHAM,517500,2017
5472,MIDDLE PARK,2275000,2017
5473,MILDURA,256000,2017
5474,MILL PARK,645000,2017
5475,MILLGROVE,296000,2017
5476,MINERS REST,385000,2017
5477,MINYIP,98000,2017
5478,MIRBOO NORTH,258000,2017
5479,MITCHAM,987500,2017
5480,MITCHELL PARK,337500,2017
5481,MOE,175000,2017
5482,MOGGS CREEK,1770000,2017
5483,MONBULK,570000,2017
5484,MONT ALBERT,2205000,2017
5485,MONT ALBERT NORTH,1698800,2017
5486,MONTMORENCY,860000,2017
5487,MONTROSE,730000,2017
5488,MOONEE PONDS,1362500,2017
5489,MOORABBIN,1201000,2017
5490,MOOROOLBARK,704500,2017
5491,MOOROOPNA,212000,2017
5492,MORDIALLOC,1061000,2017
5493,MORNINGTON,802500,2017
5494,MORTLAKE,158000,2017
5495,MORWELL,166000,2017
5496,MOUNT BEAUTY,247500,2017
5497,MOUNT CLEAR,325000,2017
5498,MOUNT DANDENONG,592000,2017
5499,MOUNT DUNEED,560000,2017
5500,MOUNT ELIZA,1055000,2017
5501,MOUNT EVELYN,634800,2017
5502,MOUNT HELEN,393500,2017
5503,MOUNT MACEDON,750000,2017
5504,MOUNT MARTHA,908200,2017
5505,MOUNT PLEASANT,322500,2017
5506,MOUNT WAVERLEY,1402500,2017
5507,MULGRAVE,900000,2017
5508,MURCHISON,226000,2017
5509,MURRUMBEENA,1380000,2017
5510,MURTOA,129500,2017
5511,MYRTLEFORD,290000,2017
5512,NAGAMBIE,330000,2017
5513,NAR NAR GOON,475000,2017
5514,NARRE WARREN,580000,2017
5515,NARRE WARREN NORTH,1073500,2017
5516,NARRE WARREN SOUTH,606000,2017
5517,NATHALIA,188500,2017
5518,NATIMUK,249000,2017
5519,NEERIM SOUTH,343300,2017
5520,NERRINA,592700,2017
5521,NEW GISBORNE,650000,2017
5522,NEWBOROUGH,249500,2017
5523,NEWCOMB,341500,2017
5524,NEWHAVEN,422500,2017
5525,NEWINGTON,480300,2017
5526,NEWLANDS ARM,490000,2017
5527,NEWPORT,1107500,2017
5528,NEWSTEAD,339000,2017
5529,NEWTOWN (Geelong),777000,2017
5530,NHILL,113300,2017
5531,NIDDRIE,1044000,2017
5532,NOBLE PARK,692500,2017
5533,NOBLE PARK NORTH,627800,2017
5534,NORLANE,275000,2017
5535,NORTH BENDIGO,291800,2017
5536,NORTH GEELONG,371000,2017
5537,NORTH MELBOURNE,1250000,2017
5538,NORTH WONTHAGGI,285500,2017
5539,NORTHCOTE,1312500,2017
5540,NOTTING HILL,1195000,2017
5541,NUMURKAH,225000,2017
5542,NUNAWADING,1161000,2017
5543,NYAH,136000,2017
5544,NYAH WEST,145000,2017
5545,NYORA,238800,2017
5546,OAK PARK,870000,2017
5547,OAKLEIGH,1247500,2017
5548,OAKLEIGH EAST,1210000,2017
5549,OAKLEIGH SOUTH,1110000,2017
5550,OCEAN GROVE,613000,2017
5551,OFFICER,484900,2017
5552,OLINDA,624000,2017
5553,ORBOST,170000,2017
5554,ORMOND,1455500,2017
5555,OSBORNE,760000,2017
5556,OUYEN,130000,2017
5557,PAKENHAM,460000,2017
5558,PARADISE BEACH,188000,2017
5559,PARK ORCHARDS,1425000,2017
5560,PARKDALE,1260000,2017
5561,PARKVILLE,2255500,2017
5562,PASCOE VALE,850000,2017
5563,PASCOE VALE SOUTH,982000,2017
5564,PATTERSON GARDENS,887500,2017
5565,PATTERSON LAKES,1285000,2017
5566,PAYNESVILLE,340000,2017
5567,PEARCEDALE,565000,2017
5568,PETERBOROUGH,338500,2017
5569,PIONEER BAY,287500,2017
5570,PLENTY,910000,2017
5571,POINT COOK,575000,2017
5572,POINT LONSDALE,590000,2017
5573,POOWONG,254000,2017
5574,POREPUNKAH,390000,2017
5575,PORT ALBERT,296500,2017
5576,PORT FAIRY,485000,2017
5577,PORT MELBOURNE,1560000,2017
5578,PORTARLINGTON,515000,2017
5579,PORTLAND,215000,2017
5580,PORTLAND NORTH,255000,2017
5581,PORTSEA,1705000,2017
5582,PRAHRAN,1500000,2017
5583,PRESTON,1010000,2017
5584,PRINCES HILL,2255000,2017
5585,PYRAMID HILL,145000,2017
5586,QUARRY HILL,350000,2017
5587,QUEENSCLIFF,940000,2017
5588,RAINBOW,100000,2017
5589,RAVENHALL,729900,2017
5590,RAWSON,148800,2017
5591,RAYMOND ISLAND,315000,2017
5592,RED CLIFFS,207000,2017
5593,RED HILL,717500,2017
5594,REDAN,280000,2017
5595,RESEARCH,825000,2017
5596,RESERVOIR,813500,2017
5597,RHYLL,480000,2017
5598,RICHMOND,1250000,2017
5599,RIDDELLS CREEK,595000,2017
5600,RINGWOOD,940000,2017
5601,RINGWOOD EAST,910500,2017
5602,RINGWOOD NORTH,930000,2017
5603,RIPPLESIDE,545000,2017
5604,ROBINVALE,239500,2017
5605,ROCHESTER,252500,2017
5606,ROCKBANK,386300,2017
5607,ROMSEY,480000,2017
5608,ROSANNA,1265000,2017
5609,ROSEBUD,525000,2017
5610,ROSEBUD SOUTH,560000,2017
5611,ROSEDALE,183500,2017
5612,ROWVILLE,840000,2017
5613,ROXBURGH PARK,480000,2017
5614,RUPANYUP,63300,2017
5615,RUSHWORTH,200000,2017
5616,RUTHERGLEN,265000,2017
5617,RYE,620000,2017
5618,SAFETY BEACH,770000,2017
5619,SAILORS GULLY,277500,2017
5620,SALE,295000,2017
5621,SAN REMO,522500,2017
5622,SANCTUARY LAKES,600000,2017
5623,SANDHURST,719000,2017
5624,SANDRINGHAM,1747500,2017
5625,SANDY POINT,349000,2017
5626,SASSAFRAS,792000,2017
5627,SAWMILL SETTLEMENT,285000,2017
5628,SCORESBY,900000,2017
5629,SEA LAKE,76500,2017
5630,SEABROOK,610000,2017
5631,SEAFORD,726000,2017
5632,SEAHOLME,1260000,2017
5633,SEBASTOPOL,260000,2017
5634,SEDDON,940000,2017
5635,SELBY,595000,2017
5636,SEVILLE,571000,2017
5637,SEVILLE EAST,493800,2017
5638,SEYMOUR,282500,2017
5639,SHEPPARTON,260000,2017
5640,SHEPPARTON NORTH,509000,2017
5641,SHOREHAM,695000,2017
5642,SILVERLEAVES,555000,2017
5643,SKENES CREEK,513500,2017
5644,SKIPTON,202500,2017
5645,SKYE,545000,2017
5646,SMITHS BEACH,440000,2017
5647,SOLDIERS HILL,407800,2017
5648,SOMERS,1210000,2017
5649,SOMERVILLE,585000,2017
5650,SORRENTO,1230000,2017
5651,SOUTH DUDLEY,236000,2017
5652,SOUTH GEELONG,640500,2017
5653,SOUTH KINGSVILLE,975000,2017
5654,SOUTH MELBOURNE,1570000,2017
5655,SOUTH MORANG,606500,2017
5656,SOUTH YARRA,1957500,2017
5657,SPOTSWOOD,949300,2017
5658,SPRING GULLY,370000,2017
5659,SPRINGVALE,777800,2017
5660,SPRINGVALE SOUTH,720000,2017
5661,ST ALBANS,613000,2017
5662,ST ALBANS PARK,349500,2017
5663,ST ANDREWS BEACH,926500,2017
5664,ST ARNAUD,110000,2017
5665,ST HELENA,965100,2017
5666,ST KILDA,1361000,2017
5667,ST KILDA EAST,1265000,2017
5668,ST KILDA WEST,2615000,2017
5669,ST LEONARDS,520000,2017
5670,STANHOPE,155000,2017
5671,STAWELL,198000,2017
5672,STRATFORD,325000,2017
5673,STRATHDALE,412000,2017
5674,STRATHFIELDSAYE,477500,2017
5675,STRATHMORE,1150000,2017
5676,STRATHMORE HEIGHTS,757500,2017
5677,STUDFIELD,935500,2017
5678,SUNBURY,440000,2017
5679,SUNDERLAND BAY,315000,2017
5680,SUNNYCLIFFS,277500,2017
5681,SUNSET STRIP,326000,2017
5682,SUNSHINE,802500,2017
5683,SUNSHINE NORTH,625000,2017
5684,SUNSHINE WEST,672500,2017
5685,SURF BEACH,364000,2017
5686,SURREY HILLS,2170000,2017
5687,SWAN HILL,275000,2017
5688,SYDENHAM,570500,2017
5689,SYNDAL,1577500,2017
5690,TALLANGATTA,260000,2017
5691,TARNEIT,505000,2017
5692,TATURA,240000,2017
5693,TAWONGA SOUTH,218500,2017
5694,TAYLORS HILL,647600,2017
5695,TAYLORS LAKES,715500,2017
5696,TECOMA,771000,2017
5697,TEMPLESTOWE,1526000,2017
5698,TEMPLESTOWE LOWER,1296000,2017
5699,TERANG,204000,2017
5700,THE BASIN,650000,2017
5701,THE PATCH,592500,2017
5702,THOMASTOWN,646000,2017
5703,THOMSON (Geelong),358800,2017
5704,THORNBURY,1185500,2017
5705,TIMBOON,190000,2017
5706,TONGALA,196000,2017
5707,TOONGABBIE,279000,2017
5708,TOORADIN,657700,2017
5709,TOORAK,5830000,2017
5710,TOOTGAROOK,541300,2017
5711,TORQUAY,725000,2017
5712,TRAFALGAR,325000,2017
5713,TRARALGON,285000,2017
5714,TRARALGON EAST,455300,2017
5715,TRENTHAM,395000,2017
5716,TRUGANINA,532000,2017
5717,TULLAMARINE,627500,2017
5718,TUNGAMAH,177500,2017
5719,TYABB,577000,2017
5720,UPPER FERNTREE GULLY,725000,2017
5721,UPWEY,651000,2017
5722,VENTNOR,465000,2017
5723,VENUS BAY,277000,2017
5724,VERMONT,1100000,2017
5725,VERMONT SOUTH,1235000,2017
5726,VIEWBANK,996500,2017
5727,VIOLET TOWN,207500,2017
5728,WAHGUNYAH,210000,2017
5729,WALLAN,405500,2017
5730,WALLAN EAST,402500,2017
5731,WANDANA HEIGHTS,657000,2017
5732,WANDIN NORTH,653500,2017
5733,WANGARATTA,255000,2017
5734,WANTIRNA,916000,2017
5735,WANTIRNA SOUTH,1007500,2017
5736,WARBURTON,412500,2017
5737,WARNEET,440000,2017
5738,WARRACKNABEAL,121000,2017
5739,WARRAGUL,392500,2017
5740,WARRANDYTE,1050000,2017
5741,WARRANWOOD,915000,2017
5742,WARRNAMBOOL,309500,2017
5743,WATERWAYS,1141000,2017
5744,WATSONIA,830000,2017
5745,WATSONIA NORTH,722100,2017
5746,WATTLE GLEN,665000,2017
5747,WAURN PONDS,535000,2017
5748,WEDDERBURN,93500,2017
5749,WEIR VIEWS,415000,2017
5750,WENDOUREE,265000,2017
5751,WENDOUREE WEST,210000,2017
5752,WERRIBEE,454000,2017
5753,WERRIBEE SOUTH,630000,2017
5754,WESBURN,455000,2017
5755,WEST FOOTSCRAY,867000,2017
5756,WEST MELBOURNE,1101500,2017
5757,WEST WODONGA,315000,2017
5758,WESTALL,780000,2017
5759,WESTGARTH,1396000,2017
5760,WESTMEADOWS,540000,2017
5761,WHEELERS HILL,1150000,2017
5762,WHITE HILLS,329000,2017
5763,WHITTINGTON,315500,2017
5764,WHITTLESEA,445000,2017
5765,WILLIAMS LANDING,658000,2017
5766,WILLIAMSTOWN,1453000,2017
5767,WILLIAMSTOWN NORTH,1122500,2017
5768,WIMBLEDON HEIGHTS,308000,2017
5769,WINCHELSEA,383800,2017
5770,WINDSOR,1379000,2017
5771,WINTER VALLEY,365000,2017
5772,WODONGA,335000,2017
5773,WOLLERT,525000,2017
5774,WONGA PARK,1003000,2017
5775,WONTHAGGI,250000,2017
5776,WOODEND,517500,2017
5777,WOOLAMAI WATERS,425000,2017
5778,WOORI YALLOCK,442000,2017
5779,WURRUK,282500,2017
5780,WY YUNG,367500,2017
5781,WYE RIVER,681500,2017
5782,WYNDHAM VALE,415000,2017
5783,YACKANDANDAH,437600,2017
5784,YALLAMBIE,780300,2017
5785,YALLOURN NORTH,167500,2017
5786,YARRA GLEN,588500,2017
5787,YARRA JUNCTION,480000,2017
5788,YARRAGON,317500,2017
5789,YARRAM,317500,2017
5790,YARRAVILLE,1070000,2017
5791,YARRAWONGA,315000,2017
5792,YEA,482500,2017
5793,YINNAR,300000,2017
5794,ABBOTSFORD,1375000,2017
5795,ABERFELDIE,1536000,2017
5796,AINTREE,580000,2017
5797,AIREYS INLET,685000,2017
5798,AIRPORT WEST,861300,2017
5799,ALBANVALE,561000,2017
5800,ALBERT PARK,2282500,2017
5801,ALBION,631000,2017
5802,ALEXANDRA,389000,2017
5803,ALFREDTON,410000,2017
5804,ALLANSFORD,247500,2017
5805,ALPHINGTON,1680000,2017
5806,ALTONA,927800,2017
5807,ALTONA EAST,832500,2017
5808,ALTONA MEADOWS,643100,2017
5809,ALTONA NORTH,835000,2017
5810,ANGLESEA,720000,2017
5811,APOLLO BAY,550000,2017
5812,ARARAT,214000,2017
5813,ARDEER,647500,2017
5814,ARMADALE,2000000,2017
5815,ARMSTRONG CREEK,475000,2017
5816,ASCOT (Bendigo),360000,2017
5817,ASCOT VALE,1165500,2017
5818,ASHBURTON,1740000,2017
5819,ASHWOOD,1422500,2017
5820,ASPENDALE,1125000,2017
5821,ASPENDALE GARDENS,862500,2017
5822,ATTWOOD,775000,2017
5823,AVENEL,380300,2017
5824,AVOCA,198800,2017
5825,AVONDALE HEIGHTS,796000,2017
5826,BACCHUS MARSH,424500,2017
5827,BADGER CREEK,472000,2017
5828,BAIRNSDALE,245000,2017
5829,BALACLAVA,1560000,2017
5830,BALCOMBE,1050000,2017
5831,BALLAN,427500,2017
5832,BALLARAT CENTRAL,412500,2017
5833,BALLARAT EAST,297500,2017
5834,BALLARAT NORTH,341800,2017
5835,BALNARRING,710000,2017
5836,BALNARRING BEACH,1061000,2017
5837,BALWYN,2300000,2017
5838,BALWYN NORTH,2065000,2017
5839,BANNOCKBURN,419500,2017
5840,BARANDUDA,310000,2017
5841,BARNAWARTHA,230000,2017
5842,BARWON HEADS,815000,2017
5843,BAXTER,560000,2017
5844,BAYSWATER,797000,2017
5845,BAYSWATER NORTH,760000,2017
5846,BEACONSFIELD,647500,2017
5847,BEACONSFIELD UPPER,842000,2017
5848,BEAUFORT,222000,2017
5849,BEAUMARIS,1552000,2017
5850,BEECHWORTH,423000,2017
5851,BELGRAVE,620000,2017
5852,BELGRAVE SOUTH,650000,2017
5853,BELL PARK,425000,2017
5854,BELL POST HILL,436500,2017
5855,BELLFIELD (Greater Melbourne),915000,2017
5856,BELMONT,483800,2017
5857,BENALLA,255000,2017
5858,BENDIGO,361300,2017
5859,BENTLEIGH,1455000,2017
5860,BENTLEIGH EAST,1231300,2017
5861,BERWICK,680500,2017
5862,BEVERIDGE,489500,2017
5863,BIRCHIP,120000,2017
5864,BIRREGURRA,358000,2017
5865,BITTERN,520000,2017
5866,BLACK HILL,369300,2017
5867,BLACK ROCK,2000000,2017
5868,BLACKBURN,1400000,2017
5869,BLACKBURN NORTH,1199000,2017
5870,BLACKBURN SOUTH,1100000,2017
5871,BLACKWOOD,480000,2017
5872,BLAIRGOWRIE,840000,2017
5873,BLIND BIGHT,608300,2017
5874,BONBEACH,872500,2017
5875,BONNIE DOON,315000,2017
5876,BOORT,170000,2017
5877,BORONIA,732500,2017
5878,BOTANIC RIDGE,725000,2017
5879,BOX HILL,1800000,2017
5880,BOX HILL NORTH,1375000,2017
5881,BOX HILL SOUTH,1404500,2017
5882,BRAYBROOK,740000,2017
5883,BREAKWATER,326000,2017
5884,BRIAR HILL,813000,2017
5885,BRIGHT,580000,2017
5886,BRIGHTON,2770000,2017
5887,BRIGHTON EAST,1820000,2017
5888,BROADFORD,365000,2017
5889,BROADMEADOWS,547500,2017
5890,BROOKFIELD,449000,2017
5891,BROOKLYN,953000,2017
5892,BROWN HILL,330000,2017
5893,BRUNSWICK,1290000,2017
5894,BRUNSWICK EAST,1015000,2017
5895,BRUNSWICK WEST,1100000,2017
5896,BULLEEN,1288000,2017
5897,BUNDALONG,700000,2017
5898,BUNDOORA,737500,2017
5899,BUNINYONG,430000,2017
5900,BUNYIP,470000,2017
5901,BURNLEY,1433800,2017
5902,BURNSIDE,615000,2017
5903,BURNSIDE HEIGHTS,580000,2017
5904,BURWOOD,1340000,2017
5905,BURWOOD EAST,1092000,2017
5906,CAIRNLEA,673000,2017
5907,CALIFORNIA GULLY,252500,2017
5908,CAMBERWELL,2200000,2017
5909,CAMPBELLFIELD,535000,2017
5910,CAMPBELLS CREEK,420000,2017
5911,CAMPERDOWN,249500,2017
5912,CANADIAN,335000,2017
5913,CANTERBURY,3272500,2017
5914,CAPE PATERSON,383000,2017
5915,CAPE SCHANCK,975000,2017
5916,CAPEL SOUND,535000,2017
5917,CARDIGAN VILLAGE,485000,2017
5918,CARISBROOK,265000,2017
5919,CARLTON,1457500,2017
5920,CARLTON NORTH,1550000,2017
5921,CARNEGIE,1509000,2017
5922,CAROLINE SPRINGS,597800,2017
5923,CARRUM,838500,2017
5924,CARRUM DOWNS,540000,2017
5925,CASTERTON,136500,2017
5926,CASTLEMAINE,445000,2017
5927,CAULFIELD,1623000,2017
5928,CAULFIELD EAST,1609000,2017
5929,CAULFIELD NORTH,2010000,2017
5930,CAULFIELD SOUTH,1610000,2017
5931,CHADSTONE,1131800,2017
5932,CHARLTON,130000,2017
5933,CHELSEA,945000,2017
5934,CHELSEA HEIGHTS,750000,2017
5935,CHELTENHAM,1171000,2017
5936,CHELTENHAM EAST,942500,2017
5937,CHELTENHAM NORTH,1116000,2017
5938,CHILTERN,318000,2017
5939,CHIRNSIDE PARK,770000,2017
5940,CHURCHILL,155500,2017
5941,CLARINDA,883300,2017
5942,CLAYTON,1194400,2017
5943,CLAYTON NORTH,1265000,2017
5944,CLAYTON SOUTH,962000,2017
5945,CLIFTON HILL,1385000,2017
5946,CLIFTON SPRINGS,403500,2017
5947,CLUNES,212500,2017
5948,CLYDE,525600,2017
5949,CLYDE NORTH,507000,2017
5950,COBDEN,228000,2017
5951,COBRAM,245000,2017
5952,COBURG,1050300,2017
5953,COBURG EAST,869000,2017
5954,COBURG NORTH,825000,2017
5955,COCKATOO,530000,2017
5956,COHUNA,195000,2017
5957,COLAC,285000,2017
5958,COLDSTREAM,635300,2017
5959,COLERAINE,160000,2017
5960,COLLINGWOOD,1150000,2017
5961,CONNEWARRE,960000,2017
5962,COOLAROO,460000,2017
5963,COONANS HILL,935000,2017
5964,CORINELLA,420000,2017
5965,CORIO,312300,2017
5966,CORONET BAY,290000,2017
5967,CORRYONG,151000,2017
5968,COWES,490000,2017
5969,COWES WEST,410000,2017
5970,CRAIGIEBURN,529900,2017
5971,CRANBOURNE,505000,2017
5972,CRANBOURNE EAST,555000,2017
5973,CRANBOURNE NORTH,557000,2017
5974,CRANBOURNE WEST,525000,2017
5975,CREMORNE,1200000,2017
5976,CRESWICK,319000,2017
5977,CRIB POINT,470000,2017
5978,CROYDON,790000,2017
5979,CROYDON HILLS,880000,2017
5980,CROYDON NORTH,921800,2017
5981,CROYDON SOUTH,665000,2017
5982,CURLEWIS,400000,2017
5983,DALLAS,452500,2017
5984,DALYSTON,262000,2017
5985,DANDENONG,590000,2017
5986,DANDENONG NORTH,619300,2017
5987,DARLEY,420000,2017
5988,DARNUM,385000,2017
5989,DAYLESFORD,517000,2017
5990,DEEPDENE,3775000,2017
5991,DEER PARK,565000,2017
5992,DELACOMBE,303000,2017
5993,DELAHEY,540000,2017
5994,DENNINGTON,300000,2017
5995,DERRIMUT,637500,2017
5996,DIAMOND CREEK,745000,2017
5997,DIGGERS REST,445500,2017
5998,DIMBOOLA,77500,2017
5999,DINGLEY VILLAGE,854000,2017
6000,DINNER PLAIN,460000,2017
6001,DON VALLEY,595000,2017
6002,DONALD,101000,2017
6003,DONCASTER,1360000,2017
6004,DONCASTER EAST,1380000,2017
6005,DONVALE,1231500,2017
6006,DOREEN,557500,2017
6007,DOVETON,500000,2017
6008,DROMANA,727500,2017
6009,DROUIN,393800,2017
6010,DRYSDALE,435000,2017
6011,DUNOLLY,153000,2017
6012,EAGLE POINT,265000,2017
6013,EAGLEHAWK,290000,2017
6014,EAGLEMONT,1896000,2017
6015,EAST BAIRNSDALE,182000,2017
6016,EAST BENDIGO,345000,2017
6017,EAST GEELONG,647500,2017
6018,EAST MELBOURNE,3262500,2017
6019,EAST WARBURTON,385000,2017
6020,EASTWOOD,350000,2017
6021,ECHUCA,310000,2017
6022,EDENHOPE,185000,2017
6023,EDITHVALE,956000,2017
6024,EILDON,207500,2017
6025,ELLIMINYT,417500,2017
6026,ELMORE,198500,2017
6027,ELSTERNWICK,2220000,2017
6028,ELTHAM,948600,2017
6029,ELTHAM NORTH,902500,2017
6030,ELWOOD,1855000,2017
6031,EMERALD,635000,2017
6032,ENDEAVOUR HILLS,626300,2017
6033,EPPING,575500,2017
6034,EPSOM,355000,2017
6035,ESSENDON,1302500,2017
6036,ESSENDON NORTH,1247500,2017
6037,ESSENDON WEST,1465000,2017
6038,EUMEMMERRING,583000,2017
6039,EUREKA,297500,2017
6040,EUROA,269000,2017
6041,EYNESBURY,482300,2017
6042,FAIRFIELD,1270000,2017
6043,FAIRHAVEN,882500,2017
6044,FAWKNER,682500,2017
6045,FERNTREE GULLY,749400,2017
6046,FERNY CREEK,855000,2017
6047,FINGAL,875000,2017
6048,FITZROY,1507000,2017
6049,FITZROY NORTH,1502000,2017
6050,FIVEWAYS,483000,2017
6051,FLEMINGTON,1100000,2017
6052,FLINDERS,2987500,2017
6053,FLORA HILL,307500,2017
6054,FLOWERDALE,150000,2017
6055,FOOTSCRAY,941000,2017
6056,FOREST HILL,1010000,2017
6057,FOSTER,305300,2017
6058,FRANKSTON,611000,2017
6059,FRANKSTON NORTH,487500,2017
6060,FRANKSTON SOUTH,750000,2017
6061,FRASER RISE,577500,2017
6062,FYANSFORD,590000,2017
6063,GARDEN CITY,1436000,2017
6064,GARFIELD,400000,2017
6065,GEELONG,585000,2017
6066,GEELONG WEST,670000,2017
6067,GEMBROOK,610000,2017
6068,GISBORNE,705000,2017
6069,GLADSTONE PARK,647500,2017
6070,GLEN HUNTLY,1055000,2017
6071,GLEN IRIS,1937500,2017
6072,GLEN WAVERLEY,1300400,2017
6073,GLENGARRY,300000,2017
6074,GLENROWAN,392500,2017
6075,GLENROY,760000,2017
6076,GOLDEN BEACH,200000,2017
6077,GOLDEN POINT (Ballarat),285000,2017
6078,GOLDEN SQUARE,315000,2017
6079,GORDON,420000,2017
6080,GOUGHS BAY,272500,2017
6081,GOWANBRAE,872500,2017
6082,GRANTVILLE,380000,2017
6083,GREEN LAKE,305000,2017
6084,GREENSBOROUGH,846000,2017
6085,GREENVALE,630000,2017
6086,GROVEDALE,450000,2017
6087,HADFIELD,727500,2017
6088,HALLAM,599900,2017
6089,HALLS GAP,225000,2017
6090,HAMILTON,180000,2017
6091,HAMLYN HEIGHTS,497500,2017
6092,HAMPTON,2073500,2017
6093,HAMPTON EAST,1185000,2017
6094,HAMPTON PARK,520000,2017
6095,HARCOURT,455000,2017
6096,HARKNESS,427000,2017
6097,HASTINGS,470000,2017
6098,HASTINGS WEST,407500,2017
6099,HAWTHORN,2325000,2017
6100,HAWTHORN EAST,2150000,2017
6101,HEALESVILLE,522000,2017
6102,HEATHCOTE,270000,2017
6103,HEATHERTON,1050000,2017
6104,HEATHMONT,918500,2017
6105,HEIDELBERG,1164000,2017
6106,HEIDELBERG HEIGHTS,822500,2017
6107,HEIDELBERG WEST,726500,2017
6108,HEPBURN,399000,2017
6109,HEPBURN SPRINGS,590000,2017
6110,HERNE HILL,530000,2017
6111,HEYFIELD,180000,2017
6112,HEYWOOD,168000,2017
6113,HIGHETT,1296300,2017
6114,HIGHTON,593800,2017
6115,HILLSIDE (Melton),638500,2017
6116,HOPPERS CROSSING,520000,2017
6117,HORSHAM,255000,2017
6118,HUGHESDALE,1487500,2017
6119,HUNTINGDALE,1169500,2017
6120,HUNTLY,361500,2017
6121,HURSTBRIDGE,665700,2017
6122,INDENTED HEAD,442500,2017
6123,INGLEWOOD,135000,2017
6124,INVERLEIGH,431300,2017
6125,INVERLOCH,450000,2017
6126,INVERMAY PARK,390000,2017
6127,IRONBARK,270000,2017
6128,IRYMPLE,355000,2017
6129,IVANHOE,1720000,2017
6130,IVANHOE EAST,2075000,2017
6131,JACANA,562500,2017
6132,JAMIESON,255000,2017
6133,JAN JUC,870000,2017
