PropertyMedianID,Suburb,PropertyMedian,UpdatedYear
1630,Bardwell Valley,760000,2016
1631,Bargo,680000,2016
1632,Bargo River,680000,2016
1633,Barren Grounds,688000,2016
1634,Barrenjoey,1391000,2016
1635,Bass Hill,820000,2016
1636,Bateau Bay,480000,2016
1637,Bayview,1391000,2016
1638,Beacon Hill,1035000,2016
1639,Beaconsfield,930000,2016
1640,Beaumont Hills,1089000,2016
1641,Beecroft,720000,2016
1642,Belfield,700000,2016
1643,Bell,578000,2016
1644,Bella Vista,1089000,2016
1645,Bellambi,595000,2016
1646,Bellbird,316000,2016
1647,Bellevue Hill,1709000,2016
1648,Belmont North,491000,2016
1649,Belmont South,491000,2016
1650,Belmore,700000,2016
1651,Belrose,1035000,2016
1652,Bennetts Green,491000,2016
1653,Bensville,600000,2016
1654,Berala,708000,2016
1655,Berkeley,595000,2016
1656,Berkeley Vale,480000,2016
1657,Berkshire Park,589000,2016
1658,Berry Park,417000,2016
1659,Beverley Park,880000,2016
1660,Beverly Hills,773000,2016
1661,Bexley,760000,2016
1662,Bexley North,760000,2016
1663,Bidwill,632000,2016
1664,Bilgola Beach,1391000,2016
1665,Bilgola Plateau,1391000,2016
1666,Birchgrove,1324000,2016
1667,Birmingham Gardens,491000,2016
1668,Birrong,820000,2016
1669,Black Springs,578000,2016
1670,Blackalls Park,491000,2016
1671,Blackett,632000,2016
1672,Blackheath,578000,2016
1673,Blacksmiths,491000,2016
1674,Blacksmiths Beach,471000,2016
1675,Blacktown,632000,2016
1676,Blackwall,600000,2016
1677,Blair Athol,545000,2016
1678,Blairmount,545000,2016
1679,Blakehurst,880000,2016
1680,Bligh Park,635000,2016
1681,Blue Bay,480000,2016
1682,Blue Haven,480000,2016
1683,Boat Harbour,449000,2016
1684,Bobs Farm,449000,2016
1685,Bolton Point,491000,2016
1686,Bolwarra,417000,2016
1687,Bolwarra Heights,417000,2016
1688,Bombo,688000,2016
1689,Bondi,1200000,2016
1690,Bondi Beach,1200000,2016
1691,Bondi Junction,1200000,2016
1692,Bondi North,1200000,2016
1693,Bonnet Bay,900000,2016
1694,Bonnyrigg,700000,2016
1695,Bonnyrigg Heights,700000,2016
1696,Booker Bay,600000,2016
1697,Boolaroo,491000,2016
1698,Booragul,491000,2016
1699,Bossley Park,700000,2016
1700,Botany,861000,2016
1701,Botany Bay,861000,2016
1702,Bouddi,600000,2016
1703,Bow Bowing,545000,2016
1704,Bowen Mountain,635000,2016
1705,Box Head,600000,2016
1706,Box Hill,1089000,2016
1707,Bradbury,545000,2016
1708,Brandy Hill,449000,2016
1709,Branxton,316000,2016
1710,Breakfast Point,1006000,2016
1711,Brighton-Le-Sands,760000,2016
1712,Bringelly,695000,2016
1713,Broadmeadow,491000,2016
1714,Brogers Creek,688000,2016
1715,Bronte,1200000,2016
1716,Brookvale,1035000,2016
1717,Broughton Village,688000,2016
1718,Brownsville,595000,2016
1719,Brunkerville,417000,2016
1720,Buchanan,417000,2016
1721,Bucketty,635000,2016
1722,Budderoo,688000,2016
1723,Budgewoi,480000,2016
1724,Budgewoi Peninsula,480000,2016
1725,Buff Point,480000,2016
1726,Bulli,595000,2016
1727,Bundeena,900000,2016
1728,Bungan Beach,1391000,2016
1729,Bungan Head,1391000,2016
1730,Bungarribee,632000,2016
1731,Burraneer,900000,2016
1732,Burwood,878000,2016
1733,Burwood Heights,878000,2016
1734,Busby,695000,2016
1735,Buttaba,491000,2016
1736,Buttai,417000,2016
1737,Cabarita,1006000,2016
1738,Cabramatta,700000,2016
1739,Cabramatta West,700000,2016
1740,Caddens,589000,2016
1741,Calga,600000,2016
1742,Callaghan,491000,2016
1743,Cambridge Gardens,589000,2016
1744,Cambridge Park,589000,2016
1745,Camellia,720000,2016
1746,Cameron Park,491000,2016
1747,Cammeray,1050000,2016
1748,Campbelltown,545000,2016
1749,Campsie,700000,2016
1750,Campvale,449000,2016
1751,Cams Wharf,491000,2016
1752,Canada Bay,1006000,2016
1753,Canley Heights,700000,2016
1754,Canley Vale,700000,2016
1755,Canterbury,700000,2016
1756,Canton Beach,480000,2016
1757,Cardiff Heights,491000,2016
1758,Cardiff South,491000,2016
1759,Careel Bay,1391000,2016
1760,Careel Head,1391000,2016
1761,Carey Bay,491000,2016
1762,Caringbah,900000,2016
1763,Caringbah South,900000,2016
1764,Carlingford,720000,2016
1765,Carnes Hill,695000,2016
1766,Carramar,700000,2016
1767,Carrington,491000,2016
1768,Carrington Falls,688000,2016
1769,Carss Park,880000,2016
1770,Cartwright,695000,2016
1771,Castle Cove,1486000,2016
1772,Castle Hill,1089000,2016
1773,Castlecrag,1486000,2016
1774,Castlereagh,589000,2016
1775,Casula,695000,2016
1776,Cataract Dam,680000,2016
1777,Catherine Field,700000,2016
1778,Cecil Hills,695000,2016
1779,Cedar Brush,480000,2016
1780,Centennial Park,1100000,2016
1781,Central Colo,635000,2016
1782,Central Macdonald,635000,2016
1783,Chain Valley Bay,480000,2016
1784,Charmhaven,480000,2016
1785,Chatham Valley,578000,2016
1786,Chatswood,1486000,2016
1787,Cheero Point,600000,2016
1788,Chifley,1100000,2016
1789,Chippendale,930000,2016
1790,Chipping Norton,695000,2016
1791,Chiswick,1006000,2016
1792,Chittaway Bay,480000,2016
1793,Chittaway Point,480000,2016
1794,Chullora,820000,2016
1795,Church Point,1391000,2016
1796,Claremont Meadows,589000,2016
1797,Clarence Town,417000,2016
1798,Clarendon,635000,2016
1799,Clareville,1391000,2016
1800,Clareville Beach,1391000,2016
1801,Claymore,545000,2016
1802,Clemton Park,700000,2016
1803,Cleveland,595000,2016
1804,Cliftleigh,417000,2016
1805,Clifton,595000,2016
1806,Clontarf,1673000,2016
1807,Clyde,720000,2016
1808,Coal Point,491000,2016
1809,Coalcliff,595000,2016
1810,Coasters Retreat,1391000,2016
1811,Cockatoo Island,1324000,2016
1812,Cogra Bay,600000,2016
1813,Colebee,632000,2016
1814,Coledale,595000,2016
1815,Collaroy,1035000,2016
1816,Collaroy Plateau,1035000,2016
1817,Colo,635000,2016
1818,Colo Heights,635000,2016
1819,Colongra,480000,2016
1820,Colyton,589000,2016
1821,Como,900000,2016
1822,Concord,1006000,2016
1823,Concord West,1006000,2016
1824,Condell Park,820000,2016
1825,Coniston,595000,2016
1826,Connells Point,880000,2016
1827,Constitution Hill,720000,2016
1828,Coogee,1100000,2016
1829,Cooks Hill,491000,2016
1830,Cooranbong,471000,2016
1831,Copacabana,600000,2016
1832,Cordeaux,595000,2016
1833,Cordeaux Heights,595000,2016
1834,Corlette,449000,2016
1835,Cornwallis,635000,2016
1836,Corrimal,595000,2016
1837,Corrimal East,595000,2016
1838,Cottage Point,1035000,2016
1839,Cranebrook,589000,2016
1840,Cremorne,1050000,2016
1841,Cremorne Point,1050000,2016
1842,Cringila,595000,2016
1843,Cromer,1035000,2016
1844,Cronulla,900000,2016
1845,Croudace Bay,491000,2016
1846,Crows Nest,1050000,2016
1847,Croydon Park,700000,2016
1848,Cumberland Reach,635000,2016
1849,Curl Curl,1035000,2016
1850,Curramore,688000,2016
1851,Currans Hill,700000,2016
1852,Currawong Beach,1391000,2016
1853,Daceyville,861000,2016
1854,Daleys Point,600000,2016
1855,Dangar,491000,2016
1856,Dapto,595000,2016
1857,Dargan,578000,2016
1858,Darkes Forest,595000,2016
1859,Darling Point,1709000,2016
1860,Darlinghurst,930000,2016
1861,Darlington,930000,2016
1862,Davidson,1035000,2016
1863,Davistown,600000,2016
1864,Dawes Point,930000,2016
1865,Dean Park,632000,2016
1866,Dee Why,1035000,2016
1867,Denistone,1020000,2016
1868,Denistone East,1020000,2016
1869,Denistone West,1020000,2016
1870,Dharruk,632000,2016
1871,Dobroyd Point,825000,2016
1872,Dolans Bay,900000,2016
1873,Dolls Point,760000,2016
1874,Dombarton,595000,2016
1875,Doonside,632000,2016
1876,Dooralong,480000,2016
1877,Double Bay,1709000,2016
1878,Douglas Park,680000,2016
1879,Dover Heights,1200000,2016
1880,Doyalson,480000,2016
1881,Drummoyne,1006000,2016
1882,Duckenfield,417000,2016
1883,Duckmaloi,578000,2016
1884,Dudley,491000,2016
1885,Duffys Forest,1035000,2016
1886,Dulwich Hill,985000,2016
1887,Dundas,720000,2016
1888,Dundas Valley,720000,2016
1889,Dural,1089000,2016
1890,Eagle Vale,545000,2016
1891,Eagleton,449000,2016
1892,Earlwood,700000,2016
1893,East Corrimal,595000,2016
1894,East Gordon,1600000,2016
1895,East Gosford,600000,2016
1896,East Hills,820000,2016
1897,East Killara,1600000,2016
1898,East Lindfield,1600000,2016
1899,East Maitland,417000,2016
1900,East Roseville,1600000,2016
1901,East Ryde,1020000,2016
1902,East Seaham,449000,2016
1903,East Willoughby,1486000,2016
1904,Eastern Creek,632000,2016
1905,Eastgardens,861000,2016
1906,Eastlakes,861000,2016
1907,Eastwood,720000,2016
1908,Ebenezer,635000,2016
1909,Edensor Park,700000,2016
1910,Edgecliff,1709000,2016
1911,Edgeworth,491000,2016
1912,Edith,578000,2016
1913,Edmondson Park,695000,2016
1914,Elanora Heights,1391000,2016
1915,Eleebana,491000,2016
1916,Elermore Vale,491000,2016
1917,Elizabeth Bay,930000,2016
1918,Ellalong,316000,2016
1919,Elvina Bay,1391000,2016
1920,Emerton,632000,2016
1921,Empire Bay,600000,2016
1922,Emu Heights,589000,2016
1923,Emu Plains,589000,2016
1924,Enfield,878000,2016
1925,Enfield South,878000,2016
1926,Engadine,900000,2016
1927,Englorie Park,545000,2016
1928,Enmore,985000,2016
1929,Epping,720000,2016
1930,Erina,600000,2016
1931,Erina Heights,600000,2016
1932,Ermington,720000,2016
1933,Erskine Park,589000,2016
1934,Erskineville,930000,2016
1935,Eschol Park,545000,2016
1936,Ettalong Beach,600000,2016
1937,Eveleigh,930000,2016
1938,Fairfield,708000,2016
1939,Fairfield,700000,2016
1940,Fairfield East,700000,2016
1941,Fairfield Heights,700000,2016
1942,Fairfield West,700000,2016
1943,Fairlight,1673000,2016
1944,Fairy Meadow,595000,2016
1945,Farley,417000,2016
1946,Farmborough Heights,595000,2016
1947,Fassifern,491000,2016
1948,Fennell Bay,491000,2016
1949,Fernances,635000,2016
1950,Fernhill,595000,2016
1951,Ferodale,449000,2016
1952,Figtree,595000,2016
1953,Fingal Bay,449000,2016
1954,Fishermans Bay,449000,2016
1955,Fishing Point,491000,2016
1956,Five Dock,1006000,2016
1957,Flemington,715000,2016
1958,Fletcher,491000,2016
1959,Floraville,491000,2016
1960,Foleys Hill,1391000,2016
1961,Forest Lodge,930000,2016
1962,Forestville,1035000,2016
1963,Forresters Beach,600000,2016
1964,Fountaindale,480000,2016
1965,Fox Valley,1600000,2016
1966,Foxground,688000,2016
1967,Freemans Reach,635000,2016
1968,Freemans Waterhole,417000,2016
1969,Frenchs Forest,1035000,2016
1970,Freshwater,1035000,2016
1971,Fullerton Cove,449000,2016
1972,Galston,1089000,2016
1973,Garden Suburb,491000,2016
1974,Gateshead,491000,2016
1975,Georges Hall,820000,2016
1976,Georges Hall,700000,2016
1977,Georgetown,491000,2016
1978,Gerringong,688000,2016
1979,Gerroa,688000,2016
1980,Gilead,545000,2016
1981,Gillieston Heights,417000,2016
1982,Gingkin,578000,2016
1983,Girraween,708000,2016
1984,Gladesville,1780000,2016
1985,Glebe,930000,2016
1986,Gledswood Hills,700000,2016
1987,Glen Alpine,545000,2016
1988,Glen Martin,417000,2016
1989,Glen William,417000,2016
1990,Glendenning,632000,2016
1991,Glenfield,545000,2016
1992,Glenhaven,1089000,2016
1993,Glenmore Park,589000,2016
1994,Glenning Valley,480000,2016
1995,Glenorie,1089000,2016
1996,Glenwood,632000,2016
1997,Glenworth Valley,600000,2016
1998,Glossodia,635000,2016
1999,Gordon,1600000,2016
2000,Gore Hill,1486000,2016
2001,Gorokan,480000,2016
2002,Gosford,600000,2016
2003,Gosforth,417000,2016
2004,Granville,708000,2016
2005,Granville,720000,2016
2006,Grays Point,900000,2016
2007,Great Mackerel Beach,1391000,2016
2008,Green Hills,417000,2016
2009,Green Point,600000,2016
2010,Green Valley,695000,2016
2011,Greenacre,820000,2016
2012,Greendale,695000,2016
2013,Greenfield Park,700000,2016
2014,Greengrove,600000,2016
2015,Greenhills Beach,900000,2016
2016,Greenwich,835000,2016
2017,Gregory Hills,700000,2016
2018,Greta,316000,2016
2019,Greystanes,708000,2016
2020,Grose Vale,635000,2016
2021,Grose Wold,635000,2016
2022,Guildford,708000,2016
2023,Guildford West,708000,2016
2024,Gunderman,600000,2016
2025,Gurnang,578000,2016
2026,Gwandalan,480000,2016
2027,Gwynneville,595000,2016
2028,Gymea,900000,2016
2029,Gymea Bay,900000,2016
2030,Haberfield,825000,2016
2031,Halekulani,480000,2016
2032,Hamilton,491000,2016
2033,Hamilton East,491000,2016
2034,Hamilton North,491000,2016
2035,Hamilton South,491000,2016
2036,Hamlyn Terrace,480000,2016
2037,Hammondville,695000,2016
2038,Hardys Bay,600000,2016
2039,Harpers Hill,417000,2016
2040,Harrington Park,700000,2016
2041,Harris Park,720000,2016
2042,Hassall Grove,632000,2016
2043,Haymarket,930000,2016
2044,Haywards Bay,595000,2016
2045,Hazelgrove,578000,2016
2046,Heathcote,900000,2016
2047,Heatherbrae,449000,2016
2048,Hebersham,632000,2016
2049,Heckenberg,695000,2016
2050,Heddon Greta,417000,2016
2051,Helensburgh,595000,2016
2052,Henley,1780000,2016
2053,Higher Macdonald,635000,2016
2054,Highfields,491000,2016
2055,Hillsborough,491000,2016
2056,Hillsborough,417000,2016
2057,Hillsdale,861000,2016
2058,Hinchinbrook,695000,2016
2059,Hobartville,635000,2016
2060,Holgate,600000,2016
2061,Holmesville,491000,2016
2062,Holsworthy,695000,2016
2063,Homebush,715000,2016
2064,Homebush West,708000,2016
2065,Horningsea Park,695000,2016
2066,Hornsby,1070000,2016
2067,Horseshoe Bend,417000,2016
2068,Horsfield Bay,600000,2016
2069,Horsley,595000,2016
2070,Horsley Park,700000,2016
2071,Hoxton Park,695000,2016
2072,Hunters Hill,1780000,2016
2073,Huntingwood,632000,2016
2074,Huntley,595000,2016
2075,Huntleys Cove,1780000,2016
2076,Huntleys Point,1780000,2016
2077,Hurlstone Park,700000,2016
2078,Hurstville,773000,2016
2079,Hurstville Grove,880000,2016
2080,Illawong,900000,2016
2081,Ingleburn,545000,2016
2082,Ingleside Heights,1391000,2016
2083,Islington,491000,2016
2084,Jamberoo,688000,2016
2085,Jamisontown,589000,2016
2086,Jannali,900000,2016
2087,Jaunter,578000,2016
2088,Jerrara,688000,2016
2089,Jesmond,491000,2016
2090,Jewells,491000,2016
2091,Jilliby,480000,2016
2092,Jordan Springs,589000,2016
2093,Kahibah,491000,2016
2094,Kanahooka,595000,2016
2095,Kanangra,578000,2016
2096,Kangy Angy,480000,2016
2097,Kanwal,480000,2016
2098,Kareela,900000,2016
2099,Kariong,600000,2016
2100,Karuah,449000,2016
2101,Kearns,545000,2016
2102,Kearsley,316000,2016
2103,Keinbah,417000,2016
2104,Keiraville,595000,2016
2105,Kellyville,1089000,2016
2106,Kellyville Ridge,632000,2016
2107,Kembla Grange,595000,2016
2108,Kembla Heights,595000,2016
2109,Kemblawarra,595000,2016
2110,Kensington,1100000,2016
2111,Kenthurst,1089000,2016
2112,Kentlyn,545000,2016
2113,Kiama,688000,2016
2114,Kiama Downs,688000,2016
2115,Kiama Heights,688000,2016
2116,Kilaben Bay,491000,2016
2117,Killara,1600000,2016
2118,Killarney Heights,1035000,2016
2119,Killarney Vale,480000,2016
2120,Killcare,600000,2016
2121,Killcare Heights,600000,2016
2122,Kincumber,600000,2016
2123,Kincumber South,600000,2016
2124,Kings Langley,632000,2016
2125,Kings Park,632000,2016
2126,Kingsford,1100000,2016
2127,Kingswood,589000,2016
2128,Kirrawee,900000,2016
2129,Kirribilli,1050000,2016
2130,Kitchener,316000,2016
2131,Knights Hill,688000,2016
2132,Kogarah,880000,2016
2133,Kogarah Bay,880000,2016
2134,Koolewong,600000,2016
2135,Koonawarra,595000,2016
2136,Kooragang,491000,2016
2137,Kotara,491000,2016
2138,Kotara East,491000,2016
2139,Kotara South,491000,2016
2140,Kurmond,635000,2016
2141,Kurnell,900000,2016
2142,Kurraba Point,1050000,2016
2143,Kurri Kurri,316000,2016
2144,Kyeemagh,760000,2016
2145,Kyle Bay,880000,2016
2146,La Perouse,1100000,2016
2147,Lake Haven,480000,2016
2148,Lake Heights,595000,2016
2149,Lake Munmorah,480000,2016
2150,Lakelands,491000,2016
2151,Lakemba,700000,2016
2152,Lakesland,680000,2016
2153,Lalor Park,632000,2016
2154,Lambton,491000,2016
2155,Lane Cove,835000,2016
2156,Lane Cove West,835000,2016
2157,Lansdowne,820000,2016
2158,Lansvale,700000,2016
2159,Largs,417000,2016
2160,Lavender Bay,1050000,2016
2161,Leichhardt,1324000,2016
2162,Leightonfield,820000,2016
2163,Lemon Tree,480000,2016
2164,Lemon Tree Passage,449000,2016
2165,Leonay,589000,2016
2166,Lethbridge Park,632000,2016
2167,Leumeah,545000,2016
2168,Lewisham,985000,2016
2169,Liberty Grove,1006000,2016
2170,Lilli Pilli,900000,2016
2171,Lilyfield,1324000,2016
2172,Lilyvale,595000,2016
2173,Lindfield,1600000,2016
2174,Linley Point,835000,2016
2175,Linns Hill,680000,2016
2176,Lisarow,600000,2016
2177,Little Bay,1100000,2016
2178,Little Jilliby,480000,2016
2179,Little Pelican,491000,2016
2180,Little Wobby,600000,2016
2181,Liverpool,695000,2016
2182,Llandilo,589000,2016
2183,Lochinvar,417000,2016
2184,Loftus,900000,2016
2185,Londonderry,589000,2016
2186,Long Jetty,480000,2016
2187,Long Point,545000,2016
2188,Longueville,835000,2016
2189,Loquat Valley,1391000,2016
2190,Lorn,417000,2016
2191,Louth Park,417000,2016
2192,Lovett Bay,1391000,2016
2193,Lower Macdonald,635000,2016
2194,Lower Mangrove,600000,2016
2195,Lucas Heights,900000,2016
2196,Lugarno,773000,2016
2197,Lurnea,695000,2016
2198,Luskintyre,417000,2016
2199,Macarthur Heights,545000,2016
2200,MacMasters Beach,600000,2016
2201,Macquarie Fields,545000,2016
2202,Macquarie Hills,491000,2016
2203,Macquarie Links,545000,2016
2204,Macquarie Park,1020000,2016
2205,Macquarie Pass,525000,2016
2206,Macquarie University campus,1020000,2016
2207,Maddens Plains,595000,2016
2208,Magenta,480000,2016
2209,Maianbar,900000,2016
2210,Maitland,417000,2016
2211,Maitland Bar,417000,2016
2212,Maitland North,417000,2016
2213,Maitland Vale,417000,2016
2214,Malabar,1100000,2016
2215,Mallabula,449000,2016
2216,Manahan,820000,2016
2217,Mangerton,595000,2016
2218,Mangrove Creek,600000,2016
2219,Mangrove Mountain,600000,2016
2220,Manly,1673000,2016
2221,Manly Vale,1035000,2016
2222,Mannering Park,480000,2016
2223,Marayong,632000,2016
2224,Mardi,480000,2016
2225,Marks Point,491000,2016
2226,Marlow,600000,2016
2227,Marmong Point,491000,2016
2228,Maroota,1089000,2016
2229,Maroubra,1100000,2016
2230,Maroubra Junction,1100000,2016
2231,Marrickville,985000,2016
2232,Marsden Park,632000,2016
2233,Marsfield,1020000,2016
2234,Marshall Mount,595000,2016
2235,Maryland,491000,2016
2236,Maryville,491000,2016
2237,Mascot,861000,2016
2238,Matcham,600000,2016
2239,Matraville,1100000,2016
2240,Mayfield,491000,2016
2241,Mayfield,578000,2016
2242,Mayfield East,491000,2016
2243,Mayfield North,491000,2016
2244,Mayfield West,491000,2016
2245,McCarrs Creek,1391000,2016
2246,Mcgraths Hill,635000,2016
2247,McMahons Point,1050000,2016
2248,Meadowbank,1020000,2016
2249,Medowie,449000,2016
2250,Megalong,578000,2016
2251,Mellong,635000,2016
2252,Melrose Park,1020000,2016
2253,Melville,417000,2016
2254,Menai,900000,2016
2255,Menangle,680000,2016
2256,Menangle Park,545000,2016
2257,Merewether,491000,2016
2258,Merewether Heights,491000,2016
2259,Merrylands,708000,2016
2260,Merrylands,720000,2016
2261,Merrylands West,708000,2016
2262,Metford,417000,2016
2263,Middle Camp,491000,2016
2264,Middle Cove,1486000,2016
2265,Middle Dural,1089000,2016
2266,Middleton Grange,695000,2016
2267,Miller,695000,2016
2268,Millers Point,930000,2016
2269,Millfield,316000,2016
2270,Milperra,820000,2016
2271,Milsons Point,1050000,2016
2272,Minchinbury,632000,2016
2273,Mindaribba,417000,2016
2274,Minmi,491000,2016
2275,Minnamurra,688000,2016
2276,Minto,545000,2016
2277,Minto Heights,545000,2016
2278,Miranda,900000,2016
2279,Mogo Creek,635000,2016
2280,Mona Vale,1391000,2016
2281,Monterey,760000,2016
2282,Mooney Mooney,600000,2016
2283,Mooney Mooney Creek,600000,2016
2284,Moore Park,930000,2016
2285,Moorebank,695000,2016
2286,Morisset,471000,2016
2287,Morning Bay,1391000,2016
2288,Morpeth,417000,2016
2289,Mortdale,773000,2016
2290,Mortlake,1006000,2016
2291,Mosman,1490000,2016
2292,Mount Annan,700000,2016
2293,Mount Dee,417000,2016
2294,Mount Druitt,632000,2016
2295,Mount Elliot,600000,2016
2296,Mount Irvine,578000,2016
2297,Mount Keira,595000,2016
2298,Mount Kembla,595000,2016
2299,Mount Lewis,820000,2016
2300,Mount Olive,578000,2016
2301,Mount Ousley,595000,2016
2302,Mount Pleasant,595000,2016
2303,Mount Saint Thomas,595000,2016
2304,Mount Tomah,578000,2016
2305,Mount Vernon,589000,2016
2306,Mount Victoria,578000,2016
2307,Mount Vincent,417000,2016
2308,Mount Werong,578000,2016
2309,Mount White,600000,2016
2310,Mount Wilson,578000,2016
2311,Mozart,578000,2016
2312,Mulgoa,589000,2016
2313,Mulgrav,635000,2016
2314,Murrays Beach,491000,2016
2315,Narara,600000,2016
2316,Narellan,700000,2016
2317,Narellan Vale,700000,2016
2318,Naremburn,1486000,2016
2319,Narraweena,1035000,2016
2320,Nattai River,680000,2016
2321,Neath,316000,2016
2322,Nelson,1089000,2016
2323,Nelson Bay,449000,2016
2324,Nelsons Plains,449000,2016
2325,Neutral Bay,1050000,2016
2326,New Lambton,491000,2016
2327,New Lambton Heights,491000,2016
2328,Newcastle,491000,2016
2329,Newcastle East,491000,2016
2330,Newcastle University,491000,2016
2331,Newcastle West,491000,2016
2332,Newington,720000,2016
2333,Newport,1391000,2016
2334,Niagara Park,600000,2016
2335,Norah Head,480000,2016
2336,Noraville,480000,2016
2337,Nords Wharf,491000,2016
2338,North Avoca,600000,2016
2339,North Balgowlah,1035000,2016
2340,North Curl Curl,1035000,2016
2341,North Gosford,600000,2016
2342,North Kellyville,1089000,2016
2343,North Lambton,491000,2016
2344,North Manly,1035000,2016
2345,North Narrabeen,1391000,2016
2346,North Parramatta,720000,2016
2347,North Richmond,635000,2016
2348,North Ryde,1020000,2016
2349,North St Ives,1600000,2016
2350,North St Marys,589000,2016
2351,North Strathfield,1006000,2016
2352,North Sydney,1050000,2016
2353,North Turramurra,1600000,2016
2354,North Wahroonga,1600000,2016
2355,North Willoughby,1486000,2016
2356,North Wollongong,595000,2016
2357,Northbridge,1486000,2016
2358,Northmead,720000,2016
2359,Northwood,835000,2016
2360,Norway,578000,2016
2361,Oakhampton,417000,2016
2362,Oakhampton Heights,417000,2016
2363,Oakhurst,632000,2016
2364,Oakville,635000,2016
2365,Oatlands,720000,2016
2366,Oberon,578000,2016
2367,Old Guildford,700000,2016
2368,Old Toongabbie,720000,2016
2369,One Mile,449000,2016
2370,One Tree Point,820000,2016
2371,Orchard Hills,589000,2016
2372,Osterley,449000,2016
2373,Oswald,417000,2016
2374,Otford,595000,2016
2375,Ourimbah,480000,2016
2376,Oxford Falls,1035000,2016
2377,Oxley Park,589000,2016
2378,Oyster Bay,900000,2016
2379,Padstow Heights,820000,2016
2380,Padstow,820000,2016
2381,Pagewood,861000,2016
2382,Palm Beach,1391000,2016
2383,Palm Grove,480000,2016
2384,Palmdale,480000,2016
2385,Panania,820000,2016
2386,Paradise Beach,1391000,2016
2387,Parklea,632000,2016
2388,Parramatta,720000,2016
2389,Patonga,600000,2016
2390,Paxton,316000,2016
2391,Peakhurst,773000,2016
2392,Peakhurst Heights,773000,2016
2393,Pearl Beach,600000,2016
2394,Peats Ridge,600000,2016
2395,Pelaw Main,316000,2016
2396,Pelican,491000,2016
2397,Pemulwuy,708000,2016
2398,Penrith,589000,2016
2399,Penrose,595000,2016
2400,Penshurst,773000,2016
2401,Perrys Crossing,635000,2016
2402,Petersham,985000,2016
2403,Pheasants Nest,680000,2016
2404,Phegans Bay,600000,2016
2405,Phillip Bay,1100000,2016
2406,Phoenix Park,417000,2016
2407,Picketts Valley,600000,2016
2408,Picnic Point,820000,2016
2409,Pinny Beach,491000,2016
2410,Pitnacree,417000,2016
2411,Pitt Town,635000,2016
2412,Pitt Town Bottoms,635000,2016
2413,Pleasure Point,695000,2016
2414,Plumpton,632000,2016
2415,Point Clare,600000,2016
2416,Point Frederick,600000,2016
2417,Point Piper,1709000,2016
2418,Pokolbin,417000,2016
2419,Port Botany,1100000,2016
2420,Port Hacking,900000,2016
2421,Port Kembla,595000,2016
2422,Port Stephens,449000,2016
2423,Porters Retreat,578000,2016
2424,Portland,578000,2016
2425,Potts Hill,820000,2016
2426,Potts Point,930000,2016
2427,Prairiewood,700000,2016
2428,Prestons,695000,2016
2429,Pretty Beach,600000,2016
2430,Primbee,595000,2016
2431,Punchbowl,820000,2016
2432,Putney,1020000,2016
2433,Putty,635000,2016
2434,Pymble,1600000,2016
2435,Pyrmont,930000,2016
2436,Quakers Hill,632000,2016
2437,Queens Park,1200000,2016
2438,Queenscliff,1035000,2016
2439,Raby,545000,2016
2440,Ramsgate,760000,2016
2441,Ramsgate Beach,760000,2016
2442,Randwick,1100000,2016
2443,Rankin Park,491000,2016
2444,Rathmines,491000,2016
2445,Ravensdale,480000,2016
2446,Raworth,417000,2016
2447,Raymond Terrace,449000,2016
2448,Redfern,930000,2016
2449,Regentville,589000,2016
2450,Reidtown,595000,2016
2451,Revesby,820000,2016
2452,Revesby Heights,820000,2016
2453,Rhodes,1006000,2016
2454,Richmond,635000,2016
2455,Richmond Lowlands,635000,2016
2456,Richmond Vale,417000,2016
2457,Riverview,835000,2016
2458,Rockdale,760000,2016
2459,Rocky Point,480000,2016
2460,Rodd Point,1006000,2016
2461,Rookwood,708000,2016
2462,Rooty Hill,632000,2016
2463,Ropes Crossing,632000,2016
2464,Rose Valley,688000,2016
2465,Rosebrook,417000,2016
2466,Rosehill,720000,2016
2467,Roselands,700000,2016
2468,Rosemeadow,545000,2016
2469,Roseville Chase,1600000,2016
2470,Rossmore,695000,2016
2471,Rothbury,417000,2016
2472,Rozelle,1324000,2016
2473,Ruse,545000,2016
2474,Rushcutters Bay,930000,2016
2475,Russell Lea,1006000,2016
2476,Russell Vale,595000,2016
2477,Rutherford,417000,2016
2478,Rydalmere,720000,2016
2479,Ryde,1020000,2016
2480,Ryhope,491000,2016
2481,Sackville,635000,2016
2482,Sackville North,1089000,2016
2483,Saddleback Mountain,688000,2016
2484,Sadleir,695000,2016
2485,Salamander Bay,449000,2016
2486,Salt Ash,449000,2016
2487,Salt Pan Cove,1391000,2016
2488,San Remo,480000,2016
2489,Sand Point,1391000,2016
2490,Sandgate,491000,2016
2491,Sandringham,760000,2016
2492,Sandy Point,900000,2016
2493,Sans Souci,880000,2016
2494,Saratoga,600000,2016
2495,Scarborough,595000,2016
2496,Scheyville,635000,2016
2497,Schofields,632000,2016
2498,Scotland Island,1391000,2016
2499,Scotts Hill,680000,2016
2500,Seaforth,1673000,2016
2501,Seaham,449000,2016
2502,Seahampton,491000,2016
2503,Sefton,820000,2016
2504,Seven Hills,632000,2016
2505,Shalvey,632000,2016
2506,Shanes Park,632000,2016
2507,Shelly Beach,480000,2016
2508,Shoal Bay,491000,2016
2509,Shooters Hill,578000,2016
